lof,expr_q,drug,metric,lineage_subset,covset,n,beta,ci_low,ci_high,p,p_fdr
mutation_only,0.05,venetoclax,LN_IC50,leukemia_only,lineage_plus_mcl1,41,0.27386884335405864,-0.07190357021116667,0.619641256919284,0.11703089280980297,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,leukemia_only,lineage,65,0.2794136185368369,0.02433114279850873,0.5344960942751651,0.03232208258597705,0.5053185720721185
continuous_score,0.1,navitoclax,LN_IC50,leukemia_only,lineage,65,0.27941361853683716,0.024331142798508787,0.5344960942751655,0.03232208258597705,0.5053185720721185
any_of_three,0.05,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.2796176241454277,-0.002119890579242556,0.5613551388700979,0.051678545502758425,0.5053185720721185
continuous_score,0.05,navitoclax,LN_IC50,lymphoma_only,none,49,0.2796176241454277,-0.002119890579242667,0.561355138870098,0.0516785455027585,0.5053185720721185
continuous_score,0.05,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.2796176241454277,-0.002119890579242667,0.561355138870098,0.0516785455027585,0.5053185720721185
any_of_three,0.05,navitoclax,LN_IC50,lymphoma_only,none,49,0.2796176241454277,-0.002119890579242556,0.5613551388700979,0.051678545502758425,0.5053185720721185
mutation_only,0.05,venetoclax,LN_IC50,lymphoma_only,none,48,0.2878536917101444,0.003630042124941002,0.5720773412953478,0.047261183161320004,0.5053185720721185
mutation_only,0.05,venetoclax,LN_IC50,lymphoma_only,lineage,48,0.2878536917101444,0.003630042124941002,0.5720773412953478,0.047261183161320004,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.28993856756705527,0.009100801890259747,0.5707763332438508,0.04329914134702681,0.5053185720721185
mutation_only,0.05,navitoclax,LN_IC50,lymphoma_only,none,49,0.28993856756705527,0.009100801890259747,0.5707763332438508,0.04329914134702681,0.5053185720721185
continuous_score,0.2,navitoclax,AUC,lymphoma_only,none,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
any_of_three,0.1,navitoclax,AUC,lymphoma_only,none,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
any_of_three,0.1,navitoclax,AUC,lymphoma_only,lineage,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
any_of_three,0.2,navitoclax,AUC,lymphoma_only,lineage,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
continuous_score,0.2,navitoclax,AUC,lymphoma_only,lineage,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
continuous_score,0.1,navitoclax,AUC,lymphoma_only,none,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
continuous_score,0.1,navitoclax,AUC,lymphoma_only,lineage,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
any_of_three,0.2,navitoclax,AUC,lymphoma_only,none,49,0.2940421526281076,0.013572013491811363,0.5745122917644039,0.04029235474734575,0.5053185720721185
mutation_only,0.05,navitoclax,AUC,leukemia_only,lineage_plus_mcl1,44,0.30507787678031456,-0.01560349312036996,0.6257592466809991,0.0616539577716925,0.5053185720721185
any_of_three,0.1,navitoclax,LN_IC50,lymphoma_only,none,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
any_of_three,0.1,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
continuous_score,0.2,navitoclax,LN_IC50,lymphoma_only,none,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
continuous_score,0.2,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
any_of_three,0.2,navitoclax,LN_IC50,lymphoma_only,none,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
any_of_three,0.2,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
continuous_score,0.1,navitoclax,LN_IC50,lymphoma_only,none,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
continuous_score,0.1,navitoclax,LN_IC50,lymphoma_only,lineage,49,0.38326749543901895,0.11223301888136261,0.6543019719966753,0.0065623964630319226,0.2953078408364365
