rnaseq_sample,guardian_dependence,executioner_deficiency,susceptibility_score,executioner_loss_call,executioner_loss_score
BA2870R,0.5190947666195191,0.611032531824611,0.5631907221398719,False,0.0
BA2423R,0.7001414427157001,0.32531824611032534,0.4772512820029134,False,0.0
BA2682R,0.7821782178217822,0.22206506364922207,0.41676666820371944,False,0.0
BA2276R,0.19872701555869873,0.5785007072135785,0.33906300158399916,False,0.0
BA2348R,0.9052333804809052,0.4865629420084866,0.6636663444917762,False,0.0
BA2709R,0.9809052333804809,0.3394625176803394,0.5770446777582815,False,0.0
BA2789R,0.35007072135785006,0.13437057991513435,0.21688523656570938,False,0.0
BA2694R,0.6251768033946252,0.18811881188118806,0.34293952450873316,False,0.0
BA2538R,0.5643564356435643,0.1768033946251768,0.31587993541905646,False,0.0
BA2583R,0.44554455445544555,0.5176803394625177,0.4802599881274425,False,0.0
BA2415R,0.18387553041018387,0.7213578500707214,0.36419782714522586,False,0.0
BA2722R,0.05374823196605375,0.8628005657708628,0.2153462443357087,False,0.0
BA2806R,0.23196605374823195,0.0339462517680339,0.08873769245464277,False,0.0
BA2221R,0.7984441301272984,0.6577086280056577,0.7246679193707944,False,0.0
BA3025R,0.007072135785007072,0.45403111739745405,0.05666541902124506,False,0.0
BA2514R,0.9929278642149929,0.6166902404526167,0.7825144876197802,False,0.0
BA2520R,0.3422913719943423,0.36633663366336633,0.354109967310188,False,0.0
BA2441R,0.057284299858557285,0.8302687411598303,0.21808567933678405,False,0.0
BA2153R,0.26308345120226306,0.04526166902404527,0.10912193223188633,False,0.0
BA2479R,0.7050919377652051,0.1357850070721358,0.3094202865940666,False,0.0
BA2281R,0.26874115983026875,0.7595473833097596,0.45179823454359636,False,0.0
BA2657R,0.5643564356435643,0.7199434229137199,0.6374203511189568,False,0.0
BA2932R,0.14002828854314003,0.14710042432814707,0.1435208021948042,False,0.0
BA2123R,0.32248939179632247,0.44413012729844414,0.37845376815523785,False,0.0
BA2844R,0.6732673267326733,0.038189533239038176,0.1603488851006324,False,0.0
BA2660R,0.051626591230551626,0.4582743988684582,0.15381529527913881,False,0.0
BA2836R,0.9915134370579916,0.036775106082036824,0.1909529047424327,False,0.0
BA3027R,0.8826025459688827,0.5586987270155587,0.702217145115032,False,0.0
BA2714R,0.1746817538896747,0.4214992927864215,0.2713452334705543,False,0.0
BA2139R,0.632956152758133,0.09900990099009899,0.2503376240513134,False,0.0
BA2251R,0.01272984441301273,0.3564356435643564,0.06736000509075336,False,0.0
BA2952R,0.2446958981612447,0.0014144271570014633,0.01860388463644432,False,0.0
BA2440R,0.8451202263083452,0.8189533239038189,0.83193390268312,False,0.0
BA2036R,0.6251768033946252,0.12305516265912309,0.2773648017186684,False,0.0
BA2828R,0.8557284299858557,0.0678925035360679,0.24103432423355922,False,0.0
BA2292R,0.37057991513437055,0.7934936350777935,0.5422663588558596,False,0.0
BA2410R,0.6138613861386139,0.06647807637906644,0.2020107029686357,False,0.0
BA2051R,0.9667609618104668,0.2828854314002829,0.5229556307591556,False,0.0
BA2532R,0.4045261669024045,0.042432814710042455,0.13101596805555207,False,0.0
BA2986R,0.3132956152758133,0.04667609618104662,0.12092731813661477,False,0.0
BA2494R,0.8734087694483734,0.594059405940594,0.7203170792934219,False,0.0
BA2515R,0.5869872701555869,0.45685997171145687,0.5178522836082378,False,0.0
BA2748R,0.10537482319660538,0.33239038189533243,0.18715121619821976,False,0.0
BA2970R,0.9052333804809052,0.30127298444130124,0.5222282663293613,False,0.0
